x,y,z,x_quat,y_quat,z_quat,w_quat,speed
89622.6749183,43140.6604421,0.0,0.0,0.0,0.8925584073330809,0.4509318013835729,20.0
89622.3728233,43141.0598635,0.0,0.0,0.0,0.891660714506261,0.45270428560616033,20.0
89622.0727057,43141.4603917,0.0,0.0,0.0,0.8907698174618102,0.4544547637543844,20.0
89621.7745803,43141.8618055,0.0,0.0,0.0,0.889869730813674,0.45621471061507785,20.0
89621.4784617,43142.2638837,0.0,0.0,0.0,0.8889443604155506,0.4580152007143296,20.0
89621.1843646,43142.666405,0.0,0.0,0.0,0.8879730056260677,0.4598955764947163,20.0
89620.8901527,43143.072144,0.0,0.0,0.0,0.8869466108260694,0.4618719622840825,20.0
89620.5969329,43143.4796705,0.0,0.0,0.0,0.8858747509901708,0.46392448260261376,20.0
89620.3060008,43143.8874038,0.0,0.0,0.0,0.8847717449843635,0.46602463376663295,20.0
89620.0174772,43144.29538,0.0,0.0,0.0,0.8836505758117973,0.46814704940593094,20.0
89619.7314833,43144.703635,0.0,0.0,0.0,0.8825246741264314,0.4702660944168056,20.0
89619.4481397,43145.1122048,0.0,0.0,0.0,0.8814075844239162,0.47235650743902846,20.0
89619.1648681,43145.5250631,0.0,0.0,0.0,0.8802992286117907,0.47441887410334593,20.0
89618.88312,43145.9401812,0.0,0.0,0.0,0.8791984606116817,0.47645573441616706,20.0
89618.6040737,43146.3557162,0.0,0.0,0.0,0.8780998583747738,0.47847741714965203,20.0
89618.3276165,43146.7716947,0.0,0.0,0.0,0.8769963006311798,0.48049712660870847,20.0
89618.0536358,43147.1881431,0.0,0.0,0.0,0.8758817006235402,0.48252590242681803,20.0
89617.7820189,43147.6050877,0.0,0.0,0.0,0.8747652360305502,0.4845469861968143,20.0
89617.5129562,43148.0221064,0.0,0.0,0.0,0.8735627137554752,0.48671160365885013,20.0
89617.2458238,43148.4402091,0.0,0.0,0.0,0.8721923794579237,0.48916301292669834,20.0
89616.9800543,43148.8604083,0.0,0.0,0.0,0.8705759001116907,0.4920341473360558,20.0
89616.715169,43149.2835808,0.0,0.0,0.0,0.8686322639499969,0.49545735439601946,20.0
89616.4506889,43149.7106031,0.0,0.0,0.0,0.8662764552943455,0.49956491370257766,20.0
89616.186135,43150.1423521,0.0,0.0,0.0,0.863464569970157,0.5044094927796778,20.0
89615.9318639,43150.5620019,0.0,0.0,0.0,0.8601601453930467,0.5100240428425042,20.0
89615.6793148,43150.9851623,0.0,0.0,0.0,0.856285710369901,0.516502451316849,20.0
89615.4283683,43151.4143127,0.0,0.0,0.0,0.8518147745950382,0.5238430965294897,20.0
89615.1801611,43151.8498717,0.0,0.0,0.0,0.8467162652124712,0.5320447032201749,20.0
89614.9358298,43152.2922583,0.0,0.0,0.0,0.8409468317741687,0.5411177562499572,20.0
89614.696511,43152.7418913,0.0,0.0,0.0,0.8344325880184439,0.5511100217314523,20.0
89614.4690588,43153.1877227,0.0,0.0,0.0,0.8271604014051742,0.561965897850778,20.0
89614.2510355,43153.6360276,0.0,0.0,0.0,0.8190437336263143,0.5737310889323212,20.0
89614.0417468,43154.0905435,0.0,0.0,0.0,0.8099633601376177,0.5864804815461293,20.0
89613.842764,43154.550662,0.0,0.0,0.0,0.7998248369836584,0.6002334796927479,20.0
89613.6556586,43155.0157753,0.0,0.0,0.0,0.7885313652671199,0.6149945414310375,20.0
89613.482002,43155.4852751,0.0,0.0,0.0,0.7759832367118301,0.6307535305824548,20.0
89613.3227316,43155.9605543,0.0,0.0,0.0,0.7618327196619812,0.6477738087113659,20.0
89613.1790229,43156.4432792,0.0,0.0,0.0,0.7464804536870752,0.6654073431088197,20.0
89613.0538649,43156.9290954,0.0,0.0,0.0,0.7302145854625552,0.6832178709443633,20.0
89612.9488086,43157.4177274,0.0,0.0,0.0,0.7132381967671354,0.7009217322015099,20.0
89612.8654048,43157.9088998,0.0,0.0,0.0,0.6957062814731844,0.7183263672723941,20.0
89612.8052045,43158.4023373,0.0,0.0,0.0,0.6777112892763453,0.7353280957418898,20.0
89612.7697446,43158.898074,0.0,0.0,0.0,0.6575405711220758,0.7534191378830607,20.0
89612.7602664,43159.4134347,0.0,0.0,0.0,0.6361281141773234,0.771583451321503,20.0
89612.7776861,43159.9263956,0.0,0.0,0.0,0.6135029869542084,0.7896923989746035,20.0
89612.820612,43160.4327736,0.0,0.0,0.0,0.5892068975868185,0.8079821977222743,20.0
89612.8876526,43160.928386,0.0,0.0,0.0,0.5628036603935737,0.8265906120006414,20.0
89612.9774163,43161.4090498,0.0,0.0,0.0,0.5320349810352868,0.8467223741904911,20.0
89613.0885115,43161.870582,0.0,0.0,0.0,0.49760538260605375,0.867403529622449,20.0
89613.2463492,43162.388764,0.0,0.0,0.0,0.45648542576285805,0.8897308896886194,20.0
89613.4331914,43162.8777256,0.0,0.0,0.0,0.4116119149445911,0.9113592219732276,20.0
89613.6462373,43163.330494,0.0,0.0,0.0,0.36594041703978003,0.9306382815985768,20.0
89613.8842521,43163.7459216,0.0,0.0,0.0,0.32218527448984124,0.9466766337572221,20.0
89614.1460012,43164.1228613,0.0,0.0,0.0,0.27957332037045995,0.960124345351703,20.0
89614.4641236,43164.4962835,0.0,0.0,0.0,0.2366591612406033,0.9715927343289955,20.0
89614.81923,43164.8303827,0.0,0.0,0.0,0.19572092953997902,0.9806596339913286,20.0
89615.2111785,43165.1252393,0.0,0.0,0.0,0.15633106609672132,0.9877047118309513,20.0
89615.6444495,43165.3869883,0.0,0.0,0.0,0.11783101921879789,0.9930336605119986,20.0
89616.0960342,43165.6094521,0.0,0.0,0.0,0.07847683612167447,0.9969159373750286,20.0
89616.5399656,43165.7903776,0.0,0.0,0.0,0.03791203255837876,0.9992810804710016,20.0
89617.0110442,43165.9459503,0.0,0.0,0.0,-0.005783846538627653,0.9999832734197196,20.0
89617.5031126,43166.0701255,0.0,0.0,0.0,-0.052462209479374994,0.9986229100999747,20.0
89618.0100136,43166.1568585,0.0,0.0,0.0,-0.09989047635367396,0.9949984385584915,20.0
89618.5211115,43166.1999356,0.0,0.0,0.0,-0.14652713912525403,0.9892066505537498,20.0
89619.0083489,43166.1966933,0.0,0.0,0.0,-0.19038918217865244,0.9817086937118077,20.0
89619.495926,43166.1480661,0.0,0.0,0.0,-0.2311129280340001,0.9729269317351387,20.0
89619.9815212,43166.0518945,0.0,0.0,0.0,-0.2674245904260293,0.9635787920224638,20.0
89620.4628125,43165.9060193,0.0,0.0,0.0,-0.298386736697735,0.9544450509918717,20.0
89620.9374784,43165.7082811,0.0,0.0,0.0,-0.32334469317893216,0.9462812527959233,20.0
89621.3736569,43165.4746126,0.0,0.0,0.0,-0.34141257986680107,0.9399135334213968,20.0
89621.7787988,43165.2131893,0.0,0.0,0.0,-0.35443576067797794,0.935080366360359,20.0
89622.1767403,43164.9197313,0.0,0.0,0.0,-0.36465716128667436,0.9311418553165486,20.0
89622.5678766,43164.6013422,0.0,0.0,0.0,-0.3733942650052016,0.9276727455634477,20.0
89622.952603,43164.2651252,0.0,0.0,0.0,-0.3818576552419095,0.9242211483909849,20.0
89623.3313147,43163.9181839,0.0,0.0,0.0,-0.3912222603582673,0.9202962256796277,20.0
89623.7055411,43163.5665138,0.0,0.0,0.0,-0.4028468320273973,0.9152674089715475,20.0
89624.0767531,43163.2123949,0.0,0.0,0.0,-0.4166449846200692,0.9090692805231856,20.0
89624.4396472,43162.8576008,0.0,0.0,0.0,-0.4318882991789059,0.9019271018393625,20.0
89624.7919593,43162.5003026,0.0,0.0,0.0,-0.4477763319740918,0.8941456014116649,20.0
89625.1314253,43162.1386716,0.0,0.0,0.0,-0.46349824699415815,0.886097836039194,20.0
89625.455781,43161.7708791,0.0,0.0,0.0,-0.47825338506459697,0.878221896603731,20.0
89625.763317,43161.3943872,0.0,0.0,0.0,-0.4913588432363235,0.87095722465197,20.0
89626.0646033,43160.9909179,0.0,0.0,0.0,-0.5029722252942944,0.8643025746707605,20.0
89626.3471632,43160.5778352,0.0,0.0,0.0,-0.5130622231439445,0.8583514170679707,20.0
89626.6136008,43160.1561709,0.0,0.0,0.0,-0.5220817642262251,0.8528954399353019,20.0
89626.8665202,43159.7269568,0.0,0.0,0.0,-0.5304812993900879,0.8476966385431783,20.0
89627.1085258,43159.2912247,0.0,0.0,0.0,-0.5386916820621248,0.8425029802185144,20.0
89627.3419528,43158.8505226,0.0,0.0,0.0,-0.5469226273499411,0.8371831577932259,20.0
89627.5664507,43158.4100266,0.0,0.0,0.0,-0.5552632842049607,0.831674627011021,20.0
89627.7843547,43157.9643862,0.0,0.0,0.0,-0.5634250133397755,0.8261672072547263,20.0
89627.994944,43157.5129575,0.0,0.0,0.0,-0.5710440003399525,0.820919453829512,20.0
89628.1974974,43157.0550965,0.0,0.0,0.0,-0.5777775416633887,0.8161942859083314,20.0
89628.391294,43156.5901593,0.0,0.0,0.0,-0.5832998073695481,0.8122569388578026,20.0
89628.5751669,43156.1186873,0.0,0.0,0.0,-0.5873166805923857,0.8093572244058501,20.0
89628.7441719,43155.654315,0.0,0.0,0.0,-0.5897433988183763,0.8075906906039404,20.0
89628.9056001,43155.1837726,0.0,0.0,0.0,-0.5909496005240716,0.8067084787210558,20.0
89629.061222,43154.7085493,0.0,0.0,0.0,-0.5912263349618858,0.8065056855642966,20.0
89629.212808,43154.2301344,0.0,0.0,0.0,-0.5908533217563272,0.8067789983443509,20.0
89629.3621287,43153.750017,0.0,0.0,0.0,-0.5901056659419885,0.8073260202812506,20.0
89629.5109545,43153.2696864,0.0,0.0,0.0,-0.5892507786130338,0.8079501964254564,20.0
89629.661321,43152.7889749,0.0,0.0,0.0,-0.5884996752006304,0.8084974534831588,20.0
89629.8130428,43152.3096146,0.0,0.0,0.0,-0.5878571365412654,0.8089647625314121,20.0
89629.9656961,43151.8320147,0.0,0.0,0.0,-0.5872519159899195,0.8094042174131344,20.0
89630.1189412,43151.3563078,0.0,0.0,0.0,-0.5866122492206118,0.8098679331004128,20.0
89630.2724388,43150.8826265,0.0,0.0,0.0,-0.5858662659302817,0.8104077482631249,20.0
89630.4258492,43150.4111036,0.0,0.0,0.0,-0.5849336394106548,0.8110811534524804,20.0
89630.5814552,43149.9339233,0.0,0.0,0.0,-0.583713944582354,0.8119593776169522,20.0
89630.7381586,43149.4547777,0.0,0.0,0.0,-0.5821413052342795,0.8130876341084824,20.0
89630.8948513,43148.978136,0.0,0.0,0.0,-0.5801789357049109,0.8144890438577531,20.0
89631.0518784,43148.5040224,0.0,0.0,0.0,-0.5777892372912662,0.8161860065391815,20.0
89631.2095849,43148.0324616,0.0,0.0,0.0,-0.5749375036147694,0.8181973276277655,20.0
89631.3683159,43147.563478,0.0,0.0,0.0,-0.5716193769083717,0.8205189138239806,20.0
89631.5300618,43147.0923748,0.0,0.0,0.0,-0.5677614248481153,0.8231931513651203,20.0
89631.6949707,43146.6205165,0.0,0.0,0.0,-0.5633012418981025,0.8262516026465881,20.0
89631.8628105,43146.150646,0.0,0.0,0.0,-0.558214231272252,0.8296968554870681,20.0
89632.0344396,43145.6823172,0.0,0.0,0.0,-0.5524646638666263,0.8335363190519868,20.0
89632.210716,43145.215084,0.0,0.0,0.0,-0.5460143701691756,0.8377758098493644,20.0
89632.3924981,43144.7485003,0.0,0.0,0.0,-0.5389190568081451,0.8423575548477139,20.0
89632.5780925,43144.2883804,0.0,0.0,0.0,-0.5312117274987002,0.8472391047206489,20.0
89632.7693549,43143.8318773,0.0,0.0,0.0,-0.5228592645587619,0.8524190222332387,20.0
89632.9684819,43143.3760974,0.0,0.0,0.0,-0.5138989893185963,0.8578507030814425,20.0
89633.1763641,43142.9214496,0.0,0.0,0.0,-0.5043948904720011,0.8634731000243945,20.0
89633.3938919,43142.4683428,0.0,0.0,0.0,-0.4944135544185844,0.869226804238791,20.0
89633.6219559,43142.0171861,0.0,0.0,0.0,-0.48412220393173183,0.8750003952343579,20.0
89633.8559097,43141.5784572,0.0,0.0,0.0,-0.47383174873877376,0.880615394986458,20.0
89634.09725,43141.1493866,0.0,0.0,0.0,-0.46315900568845064,0.8862752029983044,20.0
89634.3500546,43140.723079,0.0,0.0,0.0,-0.4518864645688079,0.8920754582093958,20.0
89634.6146752,43140.2998026,0.0,0.0,0.0,-0.43988583292520417,0.8980537032893408,20.0
89634.8914636,43139.8798253,0.0,0.0,0.0,-0.4270403546036452,0.9042325671750564,20.0
89635.1807715,43139.4634154,0.0,0.0,0.0,-0.4132496416041628,0.9106177758609981,20.0
89635.477325,43139.0583324,0.0,0.0,0.0,-0.39886833187078713,0.9170082081588014,20.0
89635.7716225,43138.6768055,0.0,0.0,0.0,-0.38406217747545895,0.9233072315501537,20.0
89636.0793798,43138.2993566,0.0,0.0,0.0,-0.3680545935369978,0.9298041816298286,20.0
89636.4021776,43137.9264287,0.0,0.0,0.0,-0.3505632048580265,0.936539075212385,20.0
89636.7415966,43137.5584645,0.0,0.0,0.0,-0.33118863041546087,0.9435645664624819,20.0
89637.0992176,43137.195907,0.0,0.0,0.0,-0.3093876302671606,0.9509360095388494,20.0
89637.4766214,43136.839199,0.0,0.0,0.0,-0.28443412676020013,0.9586955864789211,20.0
89637.8599708,43136.5019248,0.0,0.0,0.0,-0.25581234825493354,0.9667264569051044,20.0
89638.2479299,43136.1856672,0.0,0.0,0.0,-0.22285656690245825,0.9748512453643633,20.0
89638.652659,43135.8836152,0.0,0.0,0.0,-0.18565185113133628,0.9826155861635354,20.0
89639.0726658,43135.601444,0.0,0.0,0.0,-0.14471879748904395,0.9894728241105589,20.0
89639.5064577,43135.3448289,0.0,0.0,0.0,-0.10084004009562234,0.9949026516767926,20.0
89639.9525425,43135.1194451,0.0,0.0,0.0,-0.055059728775368286,0.9984830625840294,20.0
89640.4094278,43134.9309676,0.0,0.0,0.0,-0.00861156635935211,0.9999629197749477,20.0
89640.8779349,43134.7844539,0.0,0.0,0.0,0.03724242811274722,0.9993062601366344,20.0
89641.3620075,43134.6833641,0.0,0.0,0.0,0.0810785820383057,0.9967077121878097,20.0
89641.8518943,43134.6299595,0.0,0.0,0.0,0.12291438265062712,0.9924172784356463,20.0
89642.3454026,43134.6231865,0.0,0.0,0.0,0.16260340906418022,0.9866915076966594,20.0
89642.8403392,43134.6619916,0.0,0.0,0.0,0.2002065749123396,0.9797537075009565,20.0
89643.3345113,43134.7453211,0.0,0.0,0.0,0.23595626582439796,0.9717636752926125,20.0
89643.8257258,43134.8721217,0.0,0.0,0.0,0.2702240159636321,0.9627974767293933,20.0
89644.3099659,43135.0406215,0.0,0.0,0.0,0.3034365466615551,0.9528516475034873,20.0
89644.7695211,43135.2414349,0.0,0.0,0.0,0.33717825110066046,0.9414408250042591,20.0
89645.2178793,43135.4767269,0.0,0.0,0.0,0.3718838043664803,0.9282792877415252,20.0
89645.6508292,43135.7430457,0.0,0.0,0.0,0.40709447915855385,0.9133860547647012,20.0
89646.0641595,43136.0369397,0.0,0.0,0.0,0.4428672875189939,0.8965871768241885,20.0
89646.4536589,43136.3549572,0.0,0.0,0.0,0.47904875822490534,0.8777882929517665,20.0
89646.8151163,43136.6936463,0.0,0.0,0.0,0.5152876817229053,0.8570172723257297,20.0
89647.1443202,43137.0495554,0.0,0.0,0.0,0.5512101217593652,0.8343664672492691,20.0
89647.4627948,43137.4545102,0.0,0.0,0.0,0.5883686936173337,0.8085927778375417,20.0
89647.7474621,43137.8909833,0.0,0.0,0.0,0.62442962926336,0.7810810701188595,20.0
89647.9851139,43138.3396197,0.0,0.0,0.0,0.6582174983434812,0.752827818876567,20.0
89648.1770485,43138.7978801,0.0,0.0,0.0,0.6894330980910335,0.7243493654698673,20.0
89648.3245643,43139.2632246,0.0,0.0,0.0,0.71786209642788,0.6961853277053238,20.0
89648.4289597,43139.7331138,0.0,0.0,0.0,0.7433847679901252,0.6688640270789481,20.0
89648.4918781,43140.2088827,0.0,0.0,0.0,0.7656778897227188,0.6432241982308844,20.0
89648.5140784,43140.7059825,0.0,0.0,0.0,0.7855609642072208,0.6187842689611798,20.0
89648.4947751,43141.2018645,0.0,0.0,0.0,0.8025980602953561,0.5965202038574485,20.0
89648.4371837,43141.6956131,0.0,0.0,0.0,0.8169559403290793,0.5767000880536,20.0
89648.3445193,43142.1863131,0.0,0.0,0.0,0.8287952385045594,0.5595520106586791,20.0
89648.2199973,43142.673049,0.0,0.0,0.0,0.8382570261801422,0.5452753048319945,20.0
89648.0668331,43143.1549053,0.0,0.0,0.0,0.8454318982855327,0.5340832382328814,20.0
89647.895635,43143.6130363,0.0,0.0,0.0,0.8504809134869945,0.5260059085165559,20.0
89647.7044926,43144.0664739,0.0,0.0,0.0,0.8540295512840724,0.520224495322477,20.0
89647.4964992,43144.5171283,0.0,0.0,0.0,0.8564482596487973,0.5162328723982483,20.0
89647.274955,43144.9663128,0.0,0.0,0.0,0.8580710773116981,0.5135309399453375,20.0
89647.0431607,43145.415341,0.0,0.0,0.0,0.8592111973076437,0.5116210691724543,20.0
89646.8044167,43145.8655261,0.0,0.0,0.0,0.8601707615664683,0.5100061381455735,20.0
89646.5656073,43146.3112914,0.0,0.0,0.0,0.8612667985289174,0.5081530298559176,20.0
89646.3281508,43146.7530754,0.0,0.0,0.0,0.8625740475975845,0.5059308375767582,20.0
89646.089118,43147.1954843,0.0,0.0,0.0,0.8640448905041229,0.5034147665630382,20.0
89645.848769,43147.6370182,0.0,0.0,0.0,0.865626138740899,0.5006909105711046,20.0
89645.6073641,43148.0761772,0.0,0.0,0.0,0.8672636881427166,0.49784906872373763,20.0
89645.3651636,43148.5114611,0.0,0.0,0.0,0.8689015288346698,0.4949849827911687,20.0
89645.1224278,43148.94137,0.0,0.0,0.0,0.870510815593691,0.4921492862276718,20.0
89644.8666568,43149.3866211,0.0,0.0,0.0,0.8720944754177494,0.4893375378466692,20.0
89644.6093068,43149.8268618,0.0,0.0,0.0,0.8736314220289275,0.48658826377514897,20.0
89644.3519642,43150.2599446,0.0,0.0,0.0,0.8751670562378824,0.4838208590748432,20.0
89644.0947797,43150.686245,0.0,0.0,0.0,0.8767500233940386,0.4809463550943625,20.0
89643.8379039,43151.1061383,0.0,0.0,0.0,0.8784267305467097,0.4778770543361736,20.0
89643.5814876,43151.52,0.0,0.0,0.0,0.8802501780353739,0.4745098777356407,20.0
89643.3157122,43151.9439619,0.0,0.0,0.0,0.882248997785711,0.470783077336164,20.0
89643.0444571,43152.3711721,0.0,0.0,0.0,0.8843655595218606,0.46679498404715797,20.0
89642.7726864,43152.7928596,0.0,0.0,0.0,0.8865165218171396,0.4626969381195871,20.0
89642.4996266,43153.2094485,0.0,0.0,0.0,0.8886388500493592,0.4586076691279295,20.0
89642.2245043,43153.6213626,0.0,0.0,0.0,0.8906729880697796,0.4546445076351966,20.0
89641.9465457,43154.0290261,0.0,0.0,0.0,0.8925609710901993,0.45092672673785983,20.0
89641.6615544,43154.4378097,0.0,0.0,0.0,0.8943041362657604,0.4474596203658517,20.0
89641.3715087,43154.8449221,0.0,0.0,0.0,0.8959145971160377,0.4442263327116121,20.0
89641.0778636,43155.2490062,0.0,0.0,0.0,0.8974254666496213,0.44116610455553973,20.0
89640.7808194,43155.6505298,0.0,0.0,0.0,0.8988736778551402,0.4382078402529715,20.0
89640.4805764,43156.049961,0.0,0.0,0.0,0.9002939500613052,0.4352824410460547,20.0
89640.1773346,43156.4477678,0.0,0.0,0.0,0.9016996469045079,0.4323629803443928,20.0
89639.8740677,43156.8407156,0.0,0.0,0.0,0.9031145774291154,0.42939965071600883,20.0
89639.5680008,43157.2324163,0.0,0.0,0.0,0.9045302249444118,0.4264095122789966,20.0
89639.2585974,43157.6233101,0.0,0.0,0.0,0.9059264958650588,0.4234349821279007,20.0
89638.9455421,43158.0135491,0.0,0.0,0.0,0.9072841407146452,0.42051811852485954,20.0
89638.6285197,43158.4032854,0.0,0.0,0.0,0.9085846790904861,0.41770070735161363,20.0
89638.3077624,43158.7920124,0.0,0.0,0.0,0.909800546735217,0.41504573863647864,20.0
89637.9906737,43159.1708524,0.0,0.0,0.0,0.9109271935160443,0.41256714376327047,20.0
89637.6694654,43159.5495089,0.0,0.0,0.0,0.9119904903360119,0.410211342525631,20.0
89637.344343,43159.9279947,0.0,0.0,0.0,0.9130014506457541,0.40795631030632273,20.0
89637.0155121,43160.3063227,0.0,0.0,0.0,0.9139707682143768,0.4057800325910847,20.0
89636.6831782,43160.6845057,0.0,0.0,0.0,0.9149088429368255,0.4036605122079682,20.0
89636.3478605,43161.0622048,0.0,0.0,0.0,0.9158134578584667,0.4016039222982248,20.0
89636.0169135,43161.4314602,0.0,0.0,0.0,0.9166649277132554,0.39965661548440834,20.0
89635.6831092,43161.8004957,0.0,0.0,0.0,0.9174433621377072,0.3978664063092785,20.0
89635.3465462,43162.1692098,0.0,0.0,0.0,0.9181161202296714,0.39631148075019945,20.0
89635.0073232,43162.5375012,0.0,0.0,0.0,0.9186505956970975,0.3950709847930723,20.0
89634.6655389,43162.9052684,0.0,0.0,0.0,0.9190142793864133,0.39422424365311615,20.0
89634.3212918,43163.27241,0.0,0.0,0.0,0.9191756982426819,0.3938477316934532,20.0
89633.981006,43163.6322633,0.0,0.0,0.0,0.9191041032996836,0.3940147805573853,20.0
89633.6394514,43163.9911168,0.0,0.0,0.0,0.9187913467628435,0.394743538406546,20.0
89633.2958544,43164.3506554,0.0,0.0,0.0,0.9182307481867635,0.3960458219504107,20.0
89632.9503283,43164.711622,0.0,0.0,0.0,0.9174116140952534,0.39793960637657294,20.0
89632.6029866,43165.0747596,0.0,0.0,0.0,0.9163176946488449,0.40045209760148104,20.0
89632.2539427,43165.4408114,0.0,0.0,0.0,0.9149027372684984,0.4036743506077752,20.0
89631.9067396,43165.8068994,0.0,0.0,0.0,0.9130804084501724,0.4077795577324426,20.0
89631.5615683,43166.17373,0.0,0.0,0.0,0.9110509372447755,0.4122938148279892,20.0
89631.2178498,43166.5429489,0.0,0.0,0.0,0.9089378144731063,0.41693170834184934,20.0
89630.8774459,43166.913639,0.0,0.0,0.0,0.9068668658423754,0.42141723699586253,20.0
89630.542218,43167.2848833,0.0,0.0,0.0,0.9049686431261301,0.4254782661411168,20.0
89630.2140279,43167.6557647,0.0,0.0,0.0,0.9033442885635435,0.4289161879897114,20.0
89629.8873689,43168.0340092,0.0,0.0,0.0,0.9022849213878132,0.43114025633914954,20.0
89629.5394701,43168.4481242,0.0,0.0,0.0,0.9020525204034103,0.4316262856150619,20.0
89629.2059206,43168.8549207,0.0,0.0,0.0,0.9029098797516942,0.4298299071106862,20.0
89628.8876015,43169.2503962,0.0,0.0,0.0,0.9049311738137158,0.42555795217588216,20.0
89628.585394,43169.6305482,0.0,0.0,0.0,0.9075485086497016,0.4199472638888156,20.0
89628.3001792,43169.9913743,0.0,0.0,0.0,0.9107124767586713,0.4130408995197528,20.0
89627.997776,43170.3729253,0.0,0.0,0.0,0.9142162866403949,0.4052265801270287,20.0
89627.6812474,43170.7661229,0.0,0.0,0.0,0.9176727939267731,0.3973369392425404,20.0
89627.3710721,43171.1394478,0.0,0.0,0.0,0.9205179549787311,0.39070026178872047,20.0
89627.0522179,43171.5063305,0.0,0.0,0.0,0.9224973759297742,0.38600335672462865,20.0
89626.7114604,43171.8782803,0.0,0.0,0.0,0.9235522217384393,0.3834726766302818,20.0
89626.4087792,43172.193723,0.0,0.0,0.0,0.9235797736510524,0.38340631411424464,20.0
89626.0823029,43172.5241209,0.0,0.0,0.0,0.9228476150095493,0.3851652625447768,20.0
89625.7332604,43172.8712714,0.0,0.0,0.0,0.9213484152115907,0.38873782654520544,20.0
89625.3628806,43173.236972,0.0,0.0,0.0,0.9190081171284763,0.3942386087789637,20.0
89624.9723924,43173.62302,0.0,0.0,0.0,0.915656322271623,0.40196206224469216,20.0
89624.5936293,43174.0005417,0.0,0.0,0.0,0.9101569161769056,0.4142636695817594,20.0
89624.2382062,43174.3600018,0.0,0.0,0.0,0.9030258649687516,0.42958618133901616,20.0
89623.8806656,43174.7297627,0.0,0.0,0.0,0.8942124169464263,0.44764288599153534,20.0
89623.5284205,43175.1056094,0.0,0.0,0.0,0.8836815772863493,0.4680885279140152,20.0
89623.1888841,43175.4833266,0.0,0.0,0.0,0.8713340127607242,0.4906903689765004,20.0
89622.8694694,43175.8586991,0.0,0.0,0.0,0.8549071633774485,0.5187810154640631,20.0
89622.5775894,43176.2275118,0.0,0.0,0.0,0.8363330379800139,0.5482217157164797,20.0
89622.2441829,43176.698123,0.0,0.0,0.0,0.8129933069949763,0.5822730311300466,20.0
89621.9611436,43177.160189,0.0,0.0,0.0,0.7887880950549199,0.6146652268508693,20.0
89621.7319054,43177.6005139,0.0,0.0,0.0,0.7654005459732521,0.6435541968038493,20.0
89621.550389,43178.0184444,0.0,0.0,0.0,0.7424879703324047,0.6698593986141167,20.0
89621.4084174,43178.4199793,0.0,0.0,0.0,0.7200096078499486,0.693964094607036,20.0
89621.2763703,43178.9191496,0.0,0.0,0.0,0.6952947971528348,0.7187246656767794,20.0
89621.1973446,43179.4003735,0.0,0.0,0.0,0.672544172426048,0.7400569816816556,20.0
89621.159728,43179.887547,0.0,0.0,0.0,0.6493197960580152,0.7605154846859975,20.0
89621.1519572,43180.3710668,0.0,0.0,0.0,0.6240701501441499,0.7813683175680072,20.0
89621.1663763,43180.8457723,0.0,0.0,0.0,0.595653219343023,0.8032417085076525,20.0
89621.207502,43181.3435471,0.0,0.0,0.0,0.5641956631639213,0.8256411167492951,20.0
