x,y,z,x_quat,y_quat,z_quat,w_quat,speed
89645.8488,43145.747,0.0,0.0,0.0,0.8777122510577431,0.47918806782217505,20.0
89644.2488,43148.147,0.0,0.0,0.0,0.8777122510576959,0.47918806782226137,20.0
89642.6488,43150.547,0.0,0.0,0.0,0.8777122510575491,0.4791880678225303,20.0
89641.0488,43152.947,0.0,0.0,0.0,0.8777122510576959,0.47918806782226137,20.0
89639.6488,43155.347,0.0,0.0,0.0,0.8797118679897059,0.4755071285670302,20.0
89638.0488,43157.747,0.0,0.0,0.0,0.8862197982871599,0.4632650096045087,20.0
89636.6488,43160.147,0.0,0.0,0.0,0.9089893110921777,0.4168194241157292,20.0
89635.0488,43162.547,0.0,0.0,0.0,0.9267956607178572,0.3755659772590569,20.0
89633.4488,43164.947,0.0,0.0,0.0,0.9323318867035052,0.3616037237583185,20.0
89631.8488,43167.347,0.0,0.0,0.0,0.9238795325113419,0.38268343236495644,20.0
89630.2488,43169.747,0.0,0.0,0.0,0.9104003649041067,0.41372838382502775,20.0
89628.6488,43172.147,0.0,0.0,0.0,0.873600198779611,0.4866443184629038,20.0
89626.6488,43174.147,0.0,0.0,0.0,0.7963850318118122,0.6047899479208454,20.0
89624.2488,43174.547,0.0,0.0,0.0,0.6693608811244708,0.7429374205276459,20.0
89621.8488,43175.347,0.0,0.0,0.0,0.538555017562491,0.8425903471190879,20.0
89619.6488,43177.547,0.0,0.0,0.0,0.3910654864698566,0.9203628552327036,20.0
89619.2488,43179.947,0.0,0.0,0.0,0.25743248991294887,0.9662962864138616,20.0
89619.2488,43182.347,0.0,0.0,0.0,0.09604950004830437,0.9953765586653479,20.0
89620.8488,43184.747,0.0,0.0,0.0,-0.05890193887197468,0.9982637735574311,20.0
89623.2488,43186.347,0.0,0.0,0.0,-0.17770549410838896,0.9840837146115636,20.0
89625.6488,43187.947,0.0,0.0,0.0,-0.23746915459220733,0.9713950795722934,20.0
89628.0488,43188.747,0.0,0.0,0.0,-0.2524816667109872,0.9676016783650399,20.0
89630.4488,43188.747,0.0,0.0,0.0,-0.24253562503633297,0.9701425001453319,20.0
89632.8488,43187.747,0.0,0.0,0.0,-0.1834351587842257,0.9830318115512875,20.0
89634.6488,43185.347,0.0,0.0,0.0,-0.05740672490608176,0.9983508741597602,20.0
89636.0488,43182.947,0.0,0.0,0.0,0.06583348600612603,0.9978306229617736,20.0
89638.2488,43180.747,0.0,0.0,0.0,0.1706723299265937,0.9853278417853765,20.0
89640.6488,43180.147,0.0,0.0,0.0,0.2108222914704892,0.9775244045133258,20.0
89643.0488,43180.347,0.0,0.0,0.0,0.2156281895433091,0.9764755418720301,20.0
89645.4488,43180.747,0.0,0.0,0.0,0.16018224300690312,0.9870874576375072,20.0
89647.8488,43181.947,0.0,0.0,0.0,0.06371159750845365,0.9979683523754251,20.0
89650.2488,43183.547,0.0,0.0,0.0,-0.07190062934230972,0.9974118003614053,20.0
89652.6488,43185.147,0.0,0.0,0.0,-0.2508413082791655,0.9680282217274435,20.0
89655.0488,43186.747,0.0,0.0,0.0,-0.47826486831291887,0.8782156430727173,20.0
89657.4488,43187.747,0.0,0.0,0.0,-0.6648756652333986,0.7469540479711223,20.0
89659.8488,43188.147,0.0,0.0,0.0,-0.7871541034667068,0.6167563679407981,20.0
89662.2488,43186.347,0.0,0.0,0.0,-0.8756435722009471,0.48295790133630134,20.0
89663.4488,43183.947,0.0,0.0,0.0,-0.9321139716671902,0.3621650781381558,20.0
89664.0488,43181.547,0.0,0.0,0.0,-0.9655633671589916,0.2601679918833031,20.0
89663.4488,43179.147,0.0,0.0,0.0,-0.9811649349806074,0.19317186742510006,20.0
89661.2488,43177.147,0.0,0.0,0.0,-0.9807502519937661,0.19526633917335642,20.0
89658.8488,43175.747,0.0,0.0,0.0,-0.9693533841011802,0.24567054510378275,20.0
89656.4488,43174.347,0.0,0.0,0.0,-0.9478109703158328,0.31883281598505414,20.0
89654.0488,43173.347,0.0,0.0,0.0,-0.8900294168860151,0.4559031005351245,20.0
89651.6488,43173.147,0.0,0.0,0.0,-0.7800418122825976,0.625727393591555,20.0
89649.2488,43172.947,0.0,0.0,0.0,-0.6314247365935605,0.7754371683236191,20.0
89646.8488,43172.347,0.0,0.0,0.0,-0.4926988149836705,0.870199906753435,20.0
89644.8488,43170.347,0.0,0.0,0.0,-0.37038908517046215,0.9288767009601372,20.0
89644.4488,43167.947,0.0,0.0,0.0,-0.27084881977588254,0.9626218971257674,20.0
89644.8488,43165.547,0.0,0.0,0.0,-0.16914803556938118,0.9855906564406033,20.0
89646.8488,43163.347,0.0,0.0,0.0,-0.042056712299230435,0.9991152250619444,20.0
89649.2488,43162.347,0.0,0.0,0.0,0.06711024359094954,0.9977455663670791,20.0
89651.6488,43161.347,0.0,0.0,0.0,0.2010658722681632,0.9795777228015359,20.0
89654.0488,43160.347,0.0,0.0,0.0,0.33100694143538634,0.9436283191604578,20.0
89656.4488,43159.347,0.0,0.0,0.0,0.39512994830129333,0.9186252358581367,20.0
89658.8488,43159.147,0.0,0.0,0.0,0.41058574559269256,0.9118219922309906,20.0
89661.2488,43159.747,0.0,0.0,0.0,0.3869172521364885,0.9221144397520022,20.0
89663.4488,43161.947,0.0,0.0,0.0,0.27486641395933215,0.9614824254645205,20.0
89664.0488,43164.347,0.0,0.0,0.0,0.07822095202337076,0.996936047429602,20.0
89664.2488,43166.747,0.0,0.0,0.0,-0.11485575612956356,0.9933821798703187,20.0
89665.0488,43169.147,0.0,0.0,0.0,-0.26053178771878654,0.9654652700061526,20.0
89667.2488,43170.747,0.0,0.0,0.0,-0.3674925833142258,0.9300264518867389,20.0
89669.6488,43171.347,0.0,0.0,0.0,-0.4570136924814067,0.8894596589416016,20.0
89672.0488,43170.747,0.0,0.0,0.0,-0.5360635115058517,0.8441776540705254,20.0
89674.0488,43168.547,0.0,0.0,0.0,-0.6065934236975509,0.7950122126903986,20.0
89675.4488,43166.147,0.0,0.0,0.0,-0.6852508407690647,0.7283071366019215,20.0
89677.0488,43163.747,0.0,0.0,0.0,-0.7709887786634954,0.6368487286436016,20.0
89678.4488,43161.347,0.0,0.0,0.0,-0.8446911581779293,0.5352540025969245,20.0
89679.8488,43158.947,0.0,0.0,0.0,-0.908234867532655,0.4184607811945351,20.0
89680.2488,43156.547,0.0,0.0,0.0,-0.9505709688891774,0.31050738011372697,20.0
89679.8488,43154.147,0.0,0.0,0.0,-0.977334762878793,0.2116996959578673,20.0
89678.6488,43151.747,0.0,0.0,0.0,-0.9916199983444705,0.12918892709250443,20.0
89676.4488,43149.747,0.0,0.0,0.0,-0.9955748506321446,0.09397189361071266,20.0
89674.0488,43148.147,0.0,0.0,0.0,-0.9949025660577009,0.10084088482258644,20.0
89671.6488,43146.947,0.0,0.0,0.0,-0.989486759175813,0.144623488464864,20.0
89669.2488,43146.547,0.0,0.0,0.0,-0.9725396570984192,0.232737223861782,20.0
89666.8488,43146.747,0.0,0.0,0.0,-0.9368080726253021,0.3498437294908497,20.0
89664.4488,43147.147,0.0,0.0,0.0,-0.8843614942503488,0.4668026858184196,20.0
89662.0488,43147.347,0.0,0.0,0.0,-0.8206387360635441,0.5714473421690129,20.0
89659.6488,43146.547,0.0,0.0,0.0,-0.7649556474783844,0.6440829584695792,20.0
89657.4488,43144.747,0.0,0.0,0.0,-0.71547284293184,0.6986405449349692,20.0
89656.2488,43142.347,0.0,0.0,0.0,-0.6986405449349691,0.71547284293184,20.0
89656.2488,43139.947,0.0,0.0,0.0,-0.7398679249123863,0.6727521487783146,20.0
89656.2488,43137.547,0.0,0.0,0.0,-0.7882054380161092,0.6154122094026356,20.0
89656.2488,43135.147,0.0,0.0,0.0,-0.8384922379048229,0.5449135408240118,20.0
89656.6488,43132.747,0.0,0.0,0.0,-0.895011781432946,0.4460424992040831,20.0
89656.8488,43130.347,0.0,0.0,0.0,-0.9456828042839129,0.32509080836239346,20.0
89657.0488,43127.947,0.0,0.0,0.0,-0.9782156072718106,0.20759148751777584,20.0
89656.6488,43125.547,0.0,0.0,0.0,-0.9947810422641138,0.10203272980727081,20.0
89654.6488,43123.147,0.0,0.0,0.0,-0.9999291659273031,0.011902232056550367,20.0
89652.2488,43121.547,0.0,0.0,0.0,0.9970544855015858,0.07669649888468184,20.0
89649.8488,43120.747,0.0,0.0,0.0,0.9859096160704862,0.16727889567948012,20.0
89647.4488,43120.547,0.0,0.0,0.0,0.9696574394913985,0.24446768710605682,20.0
89645.0488,43121.147,0.0,0.0,0.0,0.9566337648698702,0.2912933914645129,20.0
89642.6488,43121.547,0.0,0.0,0.0,0.9368357559630782,0.34976959037213023,20.0
89640.2488,43122.147,0.0,0.0,0.0,0.9238795325112247,0.3826834323652398,20.0
89637.8488,43122.747,0.0,0.0,0.0,0.9137736373728462,0.4062237556352386,20.0
89635.4488,43124.147,0.0,0.0,0.0,0.8863025691596711,0.46310663556136444,20.0
89633.2488,43126.547,0.0,0.0,0.0,0.8717645745543804,0.4899250213573708,20.0
89631.8488,43128.947,0.0,0.0,0.0,0.8792803251941452,0.4763046396230864,20.0
89630.4488,43130.947,0.0,0.0,0.0,0.8782156430727999,0.47826486831276727,20.0
